"","Site_Number","Site","Year","Month","Day","Season_Sampled","Response_Value","Response","Predictor_Value","Predictor"
"949",4,"GrandCanyonSouthRim",2015,6,14,"Spring",24,"Richness",162.55,"Monsoon"
"950",4,"GrandCanyonSouthRim",2015,6,14,"Spring",24,"Richness",28.8,"Tmax"
"951",4,"GrandCanyonSouthRim",2015,6,14,"Spring",24,"Richness",-1.2,"Tmin"
"952",4,"GrandCanyonSouthRim",2015,6,14,"Spring",24,"Richness",176.19,"Winter"
"953",4,"GrandCanyonSouthRim",2015,8,16,"Fall",228,"Abundance",162.55,"Monsoon"
"954",4,"GrandCanyonSouthRim",2015,8,16,"Fall",228,"Abundance",32.3,"Tmax"
"955",4,"GrandCanyonSouthRim",2015,8,16,"Fall",228,"Abundance",8.6,"Tmin"
"956",4,"GrandCanyonSouthRim",2015,8,16,"Fall",228,"Abundance",176.19,"Winter"
"957",4,"GrandCanyonSouthRim",2015,8,16,"Fall",22,"Richness",162.55,"Monsoon"
"958",4,"GrandCanyonSouthRim",2015,8,16,"Fall",22,"Richness",32.3,"Tmax"
"959",4,"GrandCanyonSouthRim",2015,8,16,"Fall",22,"Richness",8.6,"Tmin"
"960",4,"GrandCanyonSouthRim",2015,8,16,"Fall",22,"Richness",176.19,"Winter"
"961",5,"SycamoreCreekAZ",1999,7,23,"Fall",195,"Abundance",227.87,"Monsoon"
"962",5,"SycamoreCreekAZ",1999,7,23,"Fall",195,"Abundance",40.5,"Tmax"
"963",5,"SycamoreCreekAZ",1999,7,23,"Fall",195,"Abundance",18.6,"Tmin"
"964",5,"SycamoreCreekAZ",1999,7,23,"Fall",195,"Abundance",261.98,"Winter"
"965",5,"SycamoreCreekAZ",1999,7,23,"Fall",14,"Richness",227.87,"Monsoon"
"966",5,"SycamoreCreekAZ",1999,7,23,"Fall",14,"Richness",40.5,"Tmax"
"967",5,"SycamoreCreekAZ",1999,7,23,"Fall",14,"Richness",18.6,"Tmin"
"968",5,"SycamoreCreekAZ",1999,7,23,"Fall",14,"Richness",261.98,"Winter"
"969",5,"SycamoreCreekAZ",2000,7,22,"Fall",58,"Abundance",72.3,"Monsoon"
"970",5,"SycamoreCreekAZ",2000,7,22,"Fall",58,"Abundance",42.2,"Tmax"
"971",5,"SycamoreCreekAZ",2000,7,22,"Fall",58,"Abundance",19,"Tmin"
"972",5,"SycamoreCreekAZ",2000,7,22,"Fall",58,"Abundance",114.48,"Winter"
"973",5,"SycamoreCreekAZ",2000,7,22,"Fall",5,"Richness",72.3,"Monsoon"
"974",5,"SycamoreCreekAZ",2000,7,22,"Fall",5,"Richness",42.2,"Tmax"
"975",5,"SycamoreCreekAZ",2000,7,22,"Fall",5,"Richness",19,"Tmin"
"976",5,"SycamoreCreekAZ",2000,7,22,"Fall",5,"Richness",114.48,"Winter"
"977",5,"SycamoreCreekAZ",2004,7,28,"Fall",131,"Abundance",112.7,"Monsoon"
"978",5,"SycamoreCreekAZ",2004,7,28,"Fall",131,"Abundance",41.2,"Tmax"
"979",5,"SycamoreCreekAZ",2004,7,28,"Fall",131,"Abundance",16.7,"Tmin"
"980",5,"SycamoreCreekAZ",2004,7,28,"Fall",131,"Abundance",276.6,"Winter"
"981",5,"SycamoreCreekAZ",2004,7,28,"Fall",17,"Richness",112.7,"Monsoon"
"982",5,"SycamoreCreekAZ",2004,7,28,"Fall",17,"Richness",41.2,"Tmax"
"983",5,"SycamoreCreekAZ",2004,7,28,"Fall",17,"Richness",16.7,"Tmin"
"984",5,"SycamoreCreekAZ",2004,7,28,"Fall",17,"Richness",276.6,"Winter"
"985",6,"PatagoniaAZ",1986,8,23,"Fall",4447,"Abundance",273.17,"Monsoon"
"986",6,"PatagoniaAZ",1986,8,23,"Fall",4447,"Abundance",37.6,"Tmax"
"987",6,"PatagoniaAZ",1986,8,23,"Fall",4447,"Abundance",14.1,"Tmin"
"988",6,"PatagoniaAZ",1986,8,23,"Fall",4447,"Abundance",235.59,"Winter"
"989",6,"PatagoniaAZ",1986,8,23,"Fall",77,"Richness",273.17,"Monsoon"
"990",6,"PatagoniaAZ",1986,8,23,"Fall",77,"Richness",37.6,"Tmax"
"991",6,"PatagoniaAZ",1986,8,23,"Fall",77,"Richness",14.1,"Tmin"
"992",6,"PatagoniaAZ",1986,8,23,"Fall",77,"Richness",235.59,"Winter"
"993",6,"PatagoniaAZ",1987,8,15,"Fall",1430,"Abundance",267.52,"Monsoon"
"994",6,"PatagoniaAZ",1987,8,15,"Fall",1430,"Abundance",36.3,"Tmax"
"995",6,"PatagoniaAZ",1987,8,15,"Fall",1430,"Abundance",14.4,"Tmin"
"996",6,"PatagoniaAZ",1987,8,15,"Fall",1430,"Abundance",236.84,"Winter"
"997",6,"PatagoniaAZ",1987,8,15,"Fall",71,"Richness",267.52,"Monsoon"
"998",6,"PatagoniaAZ",1987,8,15,"Fall",71,"Richness",36.3,"Tmax"
"999",6,"PatagoniaAZ",1987,8,15,"Fall",71,"Richness",14.4,"Tmin"
"1000",6,"PatagoniaAZ",1987,8,15,"Fall",71,"Richness",236.84,"Winter"
"1001",6,"PatagoniaAZ",1988,8,6,"Fall",1836,"Abundance",346.59,"Monsoon"
"1002",6,"PatagoniaAZ",1988,8,6,"Fall",1836,"Abundance",35.3,"Tmax"
"1003",6,"PatagoniaAZ",1988,8,6,"Fall",1836,"Abundance",15.2,"Tmin"
"1004",6,"PatagoniaAZ",1988,8,6,"Fall",1836,"Abundance",193.07,"Winter"
"1005",6,"PatagoniaAZ",1988,8,6,"Fall",75,"Richness",346.59,"Monsoon"
"1006",6,"PatagoniaAZ",1988,8,6,"Fall",75,"Richness",35.3,"Tmax"
"1007",6,"PatagoniaAZ",1988,8,6,"Fall",75,"Richness",15.2,"Tmin"
"1008",6,"PatagoniaAZ",1988,8,6,"Fall",75,"Richness",193.07,"Winter"
"1009",6,"PatagoniaAZ",1989,8,13,"Fall",1728,"Abundance",138.99,"Monsoon"
"1010",6,"PatagoniaAZ",1989,8,13,"Fall",1728,"Abundance",36.5,"Tmax"
"1011",6,"PatagoniaAZ",1989,8,13,"Fall",1728,"Abundance",14.8,"Tmin"
"1012",6,"PatagoniaAZ",1989,8,13,"Fall",1728,"Abundance",166.38,"Winter"
"1013",6,"PatagoniaAZ",1989,8,13,"Fall",88,"Richness",138.99,"Monsoon"
"1014",6,"PatagoniaAZ",1989,8,13,"Fall",88,"Richness",36.5,"Tmax"
"1015",6,"PatagoniaAZ",1989,8,13,"Fall",88,"Richness",14.8,"Tmin"
"1016",6,"PatagoniaAZ",1989,8,13,"Fall",88,"Richness",166.38,"Winter"
"1017",6,"PatagoniaAZ",1990,8,11,"Fall",3066,"Abundance",389.93,"Monsoon"
"1018",6,"PatagoniaAZ",1990,8,11,"Fall",3066,"Abundance",32.5,"Tmax"
"1019",6,"PatagoniaAZ",1990,8,11,"Fall",3066,"Abundance",14.8,"Tmin"
"1020",6,"PatagoniaAZ",1990,8,11,"Fall",3066,"Abundance",183.01,"Winter"
"1021",6,"PatagoniaAZ",1990,8,11,"Fall",80,"Richness",389.93,"Monsoon"
"1022",6,"PatagoniaAZ",1990,8,11,"Fall",80,"Richness",32.5,"Tmax"
"1023",6,"PatagoniaAZ",1990,8,11,"Fall",80,"Richness",14.8,"Tmin"
"1024",6,"PatagoniaAZ",1990,8,11,"Fall",80,"Richness",183.01,"Winter"
"1025",6,"PatagoniaAZ",1991,8,6,"Fall",3358,"Abundance",176.3,"Monsoon"
"1026",6,"PatagoniaAZ",1991,8,6,"Fall",3358,"Abundance",33.7,"Tmax"
"1027",6,"PatagoniaAZ",1991,8,6,"Fall",3358,"Abundance",15.2,"Tmin"
"1028",6,"PatagoniaAZ",1991,8,6,"Fall",3358,"Abundance",280.18,"Winter"
"1029",6,"PatagoniaAZ",1991,8,6,"Fall",92,"Richness",176.3,"Monsoon"
"1030",6,"PatagoniaAZ",1991,8,6,"Fall",92,"Richness",33.7,"Tmax"
"1031",6,"PatagoniaAZ",1991,8,6,"Fall",92,"Richness",15.2,"Tmin"
"1032",6,"PatagoniaAZ",1991,8,6,"Fall",92,"Richness",280.18,"Winter"
"1033",6,"PatagoniaAZ",1992,8,9,"Fall",4222,"Abundance",329.12,"Monsoon"
"1034",6,"PatagoniaAZ",1992,8,9,"Fall",4222,"Abundance",35.7,"Tmax"
"1035",6,"PatagoniaAZ",1992,8,9,"Fall",4222,"Abundance",13.5,"Tmin"
"1036",6,"PatagoniaAZ",1992,8,9,"Fall",4222,"Abundance",337.8,"Winter"
"1037",6,"PatagoniaAZ",1992,8,9,"Fall",101,"Richness",329.12,"Monsoon"
"1038",6,"PatagoniaAZ",1992,8,9,"Fall",101,"Richness",35.7,"Tmax"
"1039",6,"PatagoniaAZ",1992,8,9,"Fall",101,"Richness",13.5,"Tmin"
"1040",6,"PatagoniaAZ",1992,8,9,"Fall",101,"Richness",337.8,"Winter"
"1041",6,"PatagoniaAZ",1993,8,7,"Fall",3209,"Abundance",285.25,"Monsoon"
"1042",6,"PatagoniaAZ",1993,8,7,"Fall",3209,"Abundance",36.1,"Tmax"
"1043",6,"PatagoniaAZ",1993,8,7,"Fall",3209,"Abundance",13.1,"Tmin"
"1044",6,"PatagoniaAZ",1993,8,7,"Fall",3209,"Abundance",407.57,"Winter"
"1045",6,"PatagoniaAZ",1993,8,7,"Fall",97,"Richness",285.25,"Monsoon"
"1046",6,"PatagoniaAZ",1993,8,7,"Fall",97,"Richness",36.1,"Tmax"
"1047",6,"PatagoniaAZ",1993,8,7,"Fall",97,"Richness",13.1,"Tmin"
"1048",6,"PatagoniaAZ",1993,8,7,"Fall",97,"Richness",407.57,"Winter"
"1049",6,"PatagoniaAZ",1994,8,6,"Fall",2636,"Abundance",200.41,"Monsoon"
"1050",6,"PatagoniaAZ",1994,8,6,"Fall",2636,"Abundance",37.6,"Tmax"
"1051",6,"PatagoniaAZ",1994,8,6,"Fall",2636,"Abundance",15,"Tmin"
"1052",6,"PatagoniaAZ",1994,8,6,"Fall",2636,"Abundance",172.15,"Winter"
"1053",6,"PatagoniaAZ",1994,8,6,"Fall",87,"Richness",200.41,"Monsoon"
"1054",6,"PatagoniaAZ",1994,8,6,"Fall",87,"Richness",37.6,"Tmax"
"1055",6,"PatagoniaAZ",1994,8,6,"Fall",87,"Richness",15,"Tmin"
"1056",6,"PatagoniaAZ",1994,8,6,"Fall",87,"Richness",172.15,"Winter"
"1057",6,"PatagoniaAZ",1995,8,13,"Fall",5463,"Abundance",184.61,"Monsoon"
"1058",6,"PatagoniaAZ",1995,8,13,"Fall",5463,"Abundance",40.3,"Tmax"
"1059",6,"PatagoniaAZ",1995,8,13,"Fall",5463,"Abundance",16.1,"Tmin"
"1060",6,"PatagoniaAZ",1995,8,13,"Fall",5463,"Abundance",305.96,"Winter"
"1061",6,"PatagoniaAZ",1995,8,13,"Fall",90,"Richness",184.61,"Monsoon"
"1062",6,"PatagoniaAZ",1995,8,13,"Fall",90,"Richness",40.3,"Tmax"
"1063",6,"PatagoniaAZ",1995,8,13,"Fall",90,"Richness",16.1,"Tmin"
"1064",6,"PatagoniaAZ",1995,8,13,"Fall",90,"Richness",305.96,"Winter"
"1065",6,"PatagoniaAZ",1996,8,11,"Fall",1753,"Abundance",205.03,"Monsoon"
"1066",6,"PatagoniaAZ",1996,8,11,"Fall",1753,"Abundance",36.4,"Tmax"
"1067",6,"PatagoniaAZ",1996,8,11,"Fall",1753,"Abundance",16.5,"Tmin"
"1068",6,"PatagoniaAZ",1996,8,11,"Fall",1753,"Abundance",88.2,"Winter"
"1069",6,"PatagoniaAZ",1996,8,11,"Fall",76,"Richness",205.03,"Monsoon"
"1070",6,"PatagoniaAZ",1996,8,11,"Fall",76,"Richness",36.4,"Tmax"
"1071",6,"PatagoniaAZ",1996,8,11,"Fall",76,"Richness",16.5,"Tmin"
"1072",6,"PatagoniaAZ",1996,8,11,"Fall",76,"Richness",88.2,"Winter"
"1073",6,"PatagoniaAZ",1997,8,9,"Fall",4994,"Abundance",260.8,"Monsoon"
"1074",6,"PatagoniaAZ",1997,8,9,"Fall",4994,"Abundance",38,"Tmax"
"1075",6,"PatagoniaAZ",1997,8,9,"Fall",4994,"Abundance",14.3,"Tmin"
"1076",6,"PatagoniaAZ",1997,8,9,"Fall",4994,"Abundance",134.5,"Winter"
"1077",6,"PatagoniaAZ",1997,8,9,"Fall",82,"Richness",260.8,"Monsoon"
"1078",6,"PatagoniaAZ",1997,8,9,"Fall",82,"Richness",38,"Tmax"
"1079",6,"PatagoniaAZ",1997,8,9,"Fall",82,"Richness",14.3,"Tmin"
"1080",6,"PatagoniaAZ",1997,8,9,"Fall",82,"Richness",134.5,"Winter"
"1081",6,"PatagoniaAZ",1998,8,8,"Fall",5789,"Abundance",291.41,"Monsoon"
"1082",6,"PatagoniaAZ",1998,8,8,"Fall",5789,"Abundance",38.5,"Tmax"
"1083",6,"PatagoniaAZ",1998,8,8,"Fall",5789,"Abundance",16.6,"Tmin"
"1084",6,"PatagoniaAZ",1998,8,8,"Fall",5789,"Abundance",293.74,"Winter"
"1085",6,"PatagoniaAZ",1998,8,8,"Fall",97,"Richness",291.41,"Monsoon"
"1086",6,"PatagoniaAZ",1998,8,8,"Fall",97,"Richness",38.5,"Tmax"
"1087",6,"PatagoniaAZ",1998,8,8,"Fall",97,"Richness",16.6,"Tmin"
"1088",6,"PatagoniaAZ",1998,8,8,"Fall",97,"Richness",293.74,"Winter"
"1089",6,"PatagoniaAZ",1999,8,9,"Fall",2573,"Abundance",308.66,"Monsoon"
"1090",6,"PatagoniaAZ",1999,8,9,"Fall",2573,"Abundance",32.9,"Tmax"
"1091",6,"PatagoniaAZ",1999,8,9,"Fall",2573,"Abundance",14.5,"Tmin"
"1092",6,"PatagoniaAZ",1999,8,9,"Fall",2573,"Abundance",93.11,"Winter"
"1093",6,"PatagoniaAZ",1999,8,9,"Fall",87,"Richness",308.66,"Monsoon"
"1094",6,"PatagoniaAZ",1999,8,9,"Fall",87,"Richness",32.9,"Tmax"
"1095",6,"PatagoniaAZ",1999,8,9,"Fall",87,"Richness",14.5,"Tmin"
"1096",6,"PatagoniaAZ",1999,8,9,"Fall",87,"Richness",93.11,"Winter"
"1097",6,"PatagoniaAZ",2000,8,12,"Fall",11315,"Abundance",210.86,"Monsoon"
"1098",6,"PatagoniaAZ",2000,8,12,"Fall",11315,"Abundance",36.9,"Tmax"
"1099",6,"PatagoniaAZ",2000,8,12,"Fall",11315,"Abundance",15.6,"Tmin"
"1100",6,"PatagoniaAZ",2000,8,12,"Fall",11315,"Abundance",51.95,"Winter"
"1101",6,"PatagoniaAZ",2000,8,12,"Fall",85,"Richness",210.86,"Monsoon"
"1102",6,"PatagoniaAZ",2000,8,12,"Fall",85,"Richness",36.9,"Tmax"
"1103",6,"PatagoniaAZ",2000,8,12,"Fall",85,"Richness",15.6,"Tmin"
"1104",6,"PatagoniaAZ",2000,8,12,"Fall",85,"Richness",51.95,"Winter"
"1105",6,"PatagoniaAZ",2001,8,11,"Fall",6139,"Abundance",252.15,"Monsoon"
"1106",6,"PatagoniaAZ",2001,8,11,"Fall",6139,"Abundance",33.7,"Tmax"
"1107",6,"PatagoniaAZ",2001,8,11,"Fall",6139,"Abundance",15.5,"Tmin"
"1108",6,"PatagoniaAZ",2001,8,11,"Fall",6139,"Abundance",407.77,"Winter"
"1109",6,"PatagoniaAZ",2001,8,11,"Fall",99,"Richness",252.15,"Monsoon"
"1110",6,"PatagoniaAZ",2001,8,11,"Fall",99,"Richness",33.7,"Tmax"
"1111",6,"PatagoniaAZ",2001,8,11,"Fall",99,"Richness",15.5,"Tmin"
"1112",6,"PatagoniaAZ",2001,8,11,"Fall",99,"Richness",407.77,"Winter"
"1113",6,"PatagoniaAZ",2002,8,10,"Fall",736,"Abundance",209.78,"Monsoon"
"1114",6,"PatagoniaAZ",2002,8,10,"Fall",736,"Abundance",35.9,"Tmax"
"1115",6,"PatagoniaAZ",2002,8,10,"Fall",736,"Abundance",15.6,"Tmin"
"1116",6,"PatagoniaAZ",2002,8,10,"Fall",736,"Abundance",94.99,"Winter"
"1117",6,"PatagoniaAZ",2002,8,10,"Fall",54,"Richness",209.78,"Monsoon"
"1118",6,"PatagoniaAZ",2002,8,10,"Fall",54,"Richness",35.9,"Tmax"
"1119",6,"PatagoniaAZ",2002,8,10,"Fall",54,"Richness",15.6,"Tmin"
"1120",6,"PatagoniaAZ",2002,8,10,"Fall",54,"Richness",94.99,"Winter"
"1121",6,"PatagoniaAZ",2003,8,9,"Fall",3283,"Abundance",267.35,"Monsoon"
"1122",6,"PatagoniaAZ",2003,8,9,"Fall",3283,"Abundance",37.8,"Tmax"
"1123",6,"PatagoniaAZ",2003,8,9,"Fall",3283,"Abundance",16,"Tmin"
"1124",6,"PatagoniaAZ",2003,8,9,"Fall",3283,"Abundance",123.79,"Winter"
"1125",6,"PatagoniaAZ",2003,8,9,"Fall",79,"Richness",267.35,"Monsoon"
"1126",6,"PatagoniaAZ",2003,8,9,"Fall",79,"Richness",37.8,"Tmax"
"1127",6,"PatagoniaAZ",2003,8,9,"Fall",79,"Richness",16,"Tmin"
"1128",6,"PatagoniaAZ",2003,8,9,"Fall",79,"Richness",123.79,"Winter"
"1129",6,"PatagoniaAZ",2004,8,7,"Fall",3331,"Abundance",255.41,"Monsoon"
"1130",6,"PatagoniaAZ",2004,8,7,"Fall",3331,"Abundance",35.4,"Tmax"
"1131",6,"PatagoniaAZ",2004,8,7,"Fall",3331,"Abundance",14.9,"Tmin"
"1132",6,"PatagoniaAZ",2004,8,7,"Fall",3331,"Abundance",190.52,"Winter"
"1133",6,"PatagoniaAZ",2004,8,7,"Fall",91,"Richness",255.41,"Monsoon"
"1134",6,"PatagoniaAZ",2004,8,7,"Fall",91,"Richness",35.4,"Tmax"
"1135",6,"PatagoniaAZ",2004,8,7,"Fall",91,"Richness",14.9,"Tmin"
"1136",6,"PatagoniaAZ",2004,8,7,"Fall",91,"Richness",190.52,"Winter"
"1137",6,"PatagoniaAZ",2005,8,6,"Fall",2850,"Abundance",220.69,"Monsoon"
"1138",6,"PatagoniaAZ",2005,8,6,"Fall",2850,"Abundance",38.5,"Tmax"
"1139",6,"PatagoniaAZ",2005,8,6,"Fall",2850,"Abundance",15.7,"Tmin"
"1140",6,"PatagoniaAZ",2005,8,6,"Fall",2850,"Abundance",160.61,"Winter"
"1141",6,"PatagoniaAZ",2005,8,6,"Fall",77,"Richness",220.69,"Monsoon"
"1142",6,"PatagoniaAZ",2005,8,6,"Fall",77,"Richness",38.5,"Tmax"
"1143",6,"PatagoniaAZ",2005,8,6,"Fall",77,"Richness",15.7,"Tmin"
"1144",6,"PatagoniaAZ",2005,8,6,"Fall",77,"Richness",160.61,"Winter"
"1145",6,"PatagoniaAZ",2006,8,5,"Fall",2174,"Abundance",358.65,"Monsoon"
"1146",6,"PatagoniaAZ",2006,8,5,"Fall",2174,"Abundance",37,"Tmax"
"1147",6,"PatagoniaAZ",2006,8,5,"Fall",2174,"Abundance",15.2,"Tmin"
"1148",6,"PatagoniaAZ",2006,8,5,"Fall",2174,"Abundance",46.38,"Winter"
"1149",6,"PatagoniaAZ",2006,8,5,"Fall",70,"Richness",358.65,"Monsoon"
"1150",6,"PatagoniaAZ",2006,8,5,"Fall",70,"Richness",37,"Tmax"
"1151",6,"PatagoniaAZ",2006,8,5,"Fall",70,"Richness",15.2,"Tmin"
"1152",6,"PatagoniaAZ",2006,8,5,"Fall",70,"Richness",46.38,"Winter"
"1153",6,"PatagoniaAZ",2007,8,18,"Fall",2423,"Abundance",385.02,"Monsoon"
"1154",6,"PatagoniaAZ",2007,8,18,"Fall",2423,"Abundance",33.8,"Tmax"
"1155",6,"PatagoniaAZ",2007,8,18,"Fall",2423,"Abundance",15.5,"Tmin"
"1156",6,"PatagoniaAZ",2007,8,18,"Fall",2423,"Abundance",81.62,"Winter"
"1157",6,"PatagoniaAZ",2007,8,18,"Fall",86,"Richness",385.02,"Monsoon"
"1158",6,"PatagoniaAZ",2007,8,18,"Fall",86,"Richness",33.8,"Tmax"
"1159",6,"PatagoniaAZ",2007,8,18,"Fall",86,"Richness",15.5,"Tmin"
"1160",6,"PatagoniaAZ",2007,8,18,"Fall",86,"Richness",81.62,"Winter"
"1161",6,"PatagoniaAZ",2008,8,9,"Fall",3040,"Abundance",350.19,"Monsoon"
"1162",6,"PatagoniaAZ",2008,8,9,"Fall",3040,"Abundance",34.4,"Tmax"
"1163",6,"PatagoniaAZ",2008,8,9,"Fall",3040,"Abundance",16.4,"Tmin"
"1164",6,"PatagoniaAZ",2008,8,9,"Fall",3040,"Abundance",121.26,"Winter"
"1165",6,"PatagoniaAZ",2008,8,9,"Fall",88,"Richness",350.19,"Monsoon"
"1166",6,"PatagoniaAZ",2008,8,9,"Fall",88,"Richness",34.4,"Tmax"
"1167",6,"PatagoniaAZ",2008,8,9,"Fall",88,"Richness",16.4,"Tmin"
"1168",6,"PatagoniaAZ",2008,8,9,"Fall",88,"Richness",121.26,"Winter"
"1169",6,"PatagoniaAZ",2009,8,8,"Fall",4653,"Abundance",150.56,"Monsoon"
"1170",6,"PatagoniaAZ",2009,8,8,"Fall",4653,"Abundance",36.4,"Tmax"
"1171",6,"PatagoniaAZ",2009,8,8,"Fall",4653,"Abundance",17,"Tmin"
"1172",6,"PatagoniaAZ",2009,8,8,"Fall",4653,"Abundance",85.86,"Winter"
"1173",6,"PatagoniaAZ",2009,8,8,"Fall",89,"Richness",150.56,"Monsoon"
"1174",6,"PatagoniaAZ",2009,8,8,"Fall",89,"Richness",36.4,"Tmax"
"1175",6,"PatagoniaAZ",2009,8,8,"Fall",89,"Richness",17,"Tmin"
"1176",6,"PatagoniaAZ",2009,8,8,"Fall",89,"Richness",85.86,"Winter"
"1177",6,"PatagoniaAZ",2010,8,7,"Fall",5445,"Abundance",309.84,"Monsoon"
"1178",6,"PatagoniaAZ",2010,8,7,"Fall",5445,"Abundance",36.2,"Tmax"
"1179",6,"PatagoniaAZ",2010,8,7,"Fall",5445,"Abundance",16.4,"Tmin"
"1180",6,"PatagoniaAZ",2010,8,7,"Fall",5445,"Abundance",234.98,"Winter"
"1181",6,"PatagoniaAZ",2010,8,7,"Fall",91,"Richness",309.84,"Monsoon"
"1182",6,"PatagoniaAZ",2010,8,7,"Fall",91,"Richness",36.2,"Tmax"
"1183",6,"PatagoniaAZ",2010,8,7,"Fall",91,"Richness",16.4,"Tmin"
"1184",6,"PatagoniaAZ",2010,8,7,"Fall",91,"Richness",234.98,"Winter"
"1185",6,"PatagoniaAZ",2011,8,6,"Fall",1715,"Abundance",196.18,"Monsoon"
"1186",6,"PatagoniaAZ",2011,8,6,"Fall",1715,"Abundance",37.3,"Tmax"
"1187",6,"PatagoniaAZ",2011,8,6,"Fall",1715,"Abundance",12.8,"Tmin"
"1188",6,"PatagoniaAZ",2011,8,6,"Fall",1715,"Abundance",64.68,"Winter"
"1189",6,"PatagoniaAZ",2011,8,6,"Fall",71,"Richness",196.18,"Monsoon"
"1190",6,"PatagoniaAZ",2011,8,6,"Fall",71,"Richness",37.3,"Tmax"
"1191",6,"PatagoniaAZ",2011,8,6,"Fall",71,"Richness",12.8,"Tmin"
"1192",6,"PatagoniaAZ",2011,8,6,"Fall",71,"Richness",64.68,"Winter"
"1193",6,"PatagoniaAZ",2012,8,11,"Fall",4226,"Abundance",281.92,"Monsoon"
"1194",6,"PatagoniaAZ",2012,8,11,"Fall",4226,"Abundance",35,"Tmax"
"1195",6,"PatagoniaAZ",2012,8,11,"Fall",4226,"Abundance",16.4,"Tmin"
"1196",6,"PatagoniaAZ",2012,8,11,"Fall",4226,"Abundance",132.08,"Winter"
"1197",6,"PatagoniaAZ",2012,8,11,"Fall",97,"Richness",281.92,"Monsoon"
"1198",6,"PatagoniaAZ",2012,8,11,"Fall",97,"Richness",35,"Tmax"
"1199",6,"PatagoniaAZ",2012,8,11,"Fall",97,"Richness",16.4,"Tmin"
"1200",6,"PatagoniaAZ",2012,8,11,"Fall",97,"Richness",132.08,"Winter"
"1201",6,"PatagoniaAZ",2013,8,10,"Fall",2653,"Abundance",238.12,"Monsoon"
"1202",6,"PatagoniaAZ",2013,8,10,"Fall",2653,"Abundance",33,"Tmax"
"1203",6,"PatagoniaAZ",2013,8,10,"Fall",2653,"Abundance",14.4,"Tmin"
"1204",6,"PatagoniaAZ",2013,8,10,"Fall",2653,"Abundance",96.17,"Winter"
"1205",6,"PatagoniaAZ",2013,8,10,"Fall",80,"Richness",238.12,"Monsoon"
"1206",6,"PatagoniaAZ",2013,8,10,"Fall",80,"Richness",33,"Tmax"
"1207",6,"PatagoniaAZ",2013,8,10,"Fall",80,"Richness",14.4,"Tmin"
"1208",6,"PatagoniaAZ",2013,8,10,"Fall",80,"Richness",96.17,"Winter"
"1209",6,"PatagoniaAZ",2014,8,9,"Fall",3141,"Abundance",362.06,"Monsoon"
"1210",6,"PatagoniaAZ",2014,8,9,"Fall",3141,"Abundance",35.6,"Tmax"
"1211",6,"PatagoniaAZ",2014,8,9,"Fall",3141,"Abundance",15.5,"Tmin"
"1212",6,"PatagoniaAZ",2014,8,9,"Fall",3141,"Abundance",83.43,"Winter"
"1213",6,"PatagoniaAZ",2014,8,9,"Fall",75,"Richness",362.06,"Monsoon"
"1214",6,"PatagoniaAZ",2014,8,9,"Fall",75,"Richness",35.6,"Tmax"
"1215",6,"PatagoniaAZ",2014,8,9,"Fall",75,"Richness",15.5,"Tmin"
"1216",6,"PatagoniaAZ",2014,8,9,"Fall",75,"Richness",83.43,"Winter"
"1217",6,"PatagoniaAZ",2015,8,11,"Fall",10072,"Abundance",327.16,"Monsoon"
"1218",6,"PatagoniaAZ",2015,8,11,"Fall",10072,"Abundance",35.5,"Tmax"
"1219",6,"PatagoniaAZ",2015,8,11,"Fall",10072,"Abundance",16.6,"Tmin"
"1220",6,"PatagoniaAZ",2015,8,11,"Fall",10072,"Abundance",154.4,"Winter"
"1221",6,"PatagoniaAZ",2015,8,11,"Fall",97,"Richness",327.16,"Monsoon"
"1222",6,"PatagoniaAZ",2015,8,11,"Fall",97,"Richness",35.5,"Tmax"
"1223",6,"PatagoniaAZ",2015,8,11,"Fall",97,"Richness",16.6,"Tmin"
"1224",6,"PatagoniaAZ",2015,8,11,"Fall",97,"Richness",154.4,"Winter"
"1225",6,"PatagoniaAZ",2016,8,8,"Fall",2911,"Abundance",321.49,"Monsoon"
"1226",6,"PatagoniaAZ",2016,8,8,"Fall",2911,"Abundance",35.8,"Tmax"
"1227",6,"PatagoniaAZ",2016,8,8,"Fall",2911,"Abundance",17.1,"Tmin"
"1228",6,"PatagoniaAZ",2016,8,8,"Fall",2911,"Abundance",137.69,"Winter"
"1229",6,"PatagoniaAZ",2016,8,8,"Fall",88,"Richness",321.49,"Monsoon"
"1230",6,"PatagoniaAZ",2016,8,8,"Fall",88,"Richness",35.8,"Tmax"
"1231",6,"PatagoniaAZ",2016,8,8,"Fall",88,"Richness",17.1,"Tmin"
"1232",6,"PatagoniaAZ",2016,8,8,"Fall",88,"Richness",137.69,"Winter"
"1233",6,"PatagoniaAZ",2017,8,7,"Fall",1930,"Abundance",239.02,"Monsoon"
"1234",6,"PatagoniaAZ",2017,8,7,"Fall",1930,"Abundance",34.8,"Tmax"
"1235",6,"PatagoniaAZ",2017,8,7,"Fall",1930,"Abundance",15.7,"Tmin"
"1236",6,"PatagoniaAZ",2017,8,7,"Fall",1930,"Abundance",107.51,"Winter"
"1237",6,"PatagoniaAZ",2017,8,7,"Fall",75,"Richness",239.02,"Monsoon"
"1238",6,"PatagoniaAZ",2017,8,7,"Fall",75,"Richness",34.8,"Tmax"
"1239",6,"PatagoniaAZ",2017,8,7,"Fall",75,"Richness",15.7,"Tmin"
